"","X","phantom","vin","PN","Qtde","Price"
"3462",6483,3941,"94310928","Parafuso 16x140 12.9 com arruelas e porcas",78,21.970625
"3463",6499,4761,"670140516","Parafuso 16x140 12.9 com arruelas e porcas",117,20.23125
"3464",6514,94826,"942086068","Parafuso 16x140 12.9 com arruelas e porcas",254,20.306375
"3465",6544,93712,"321079878","Parafuso 16x140 12.9 com arruelas e porcas",225,22.369875
"3466",10,93712,"319720023","Parafuso 16x160 10.9 com arruelas e porcas",176,24.263125
"3467",27,4761,"E-064170842","Parafuso 16x160 10.9 com arruelas e porcas",176,24.18975
"3468",46,3941,"431090212","Parafuso 16x160 10.9 com arruelas e porcas",234,24.234
"3469",75,60435,"E-564003571","Parafuso 16x160 10.9 com arruelas e porcas",147,24.723
"3470",94,26051,"16250665","Parafuso 16x160 10.9 com arruelas e porcas",186,22.31325
"3471",111,20314,"204013122","Parafuso 16x160 10.9 com arruelas e porcas",20,23.201875
"3472",127,94826,"689402640","Parafuso 16x160 10.9 com arruelas e porcas",117,22.741
"3473",146,39051,"E-350109585","Parafuso 16x160 10.9 com arruelas e porcas",147,23.445625
"3474",178,23740,"E-204307693","Parafuso 16x160 10.9 com arruelas e porcas",137,21.75775
"3475",195,3941,"E-103049202","Parafuso 16x160 10.9 com arruelas e porcas",186,24.884
"3476",226,23740,"24730802","Parafuso 16x160 10.9 com arruelas e porcas",176,21.65675
"3477",347,23740,"7234368","Parafuso 16x160 10.9 com arruelas e porcas",88,22.413
"3478",397,39051,"E-015930917","Parafuso 16x160 10.9 com arruelas e porcas",156,23.415875
"3479",411,18025,"580120253","Parafuso 16x160 10.9 com arruelas e porcas",49,21.782375
"3480",429,3941,"401309201","Parafuso 16x160 10.9 com arruelas e porcas",186,23.537625
"3481",443,94826,"804692905","Parafuso 16x160 10.9 com arruelas e porcas",49,22.9205
"3482",462,39051,"E-195030340","Parafuso 16x160 10.9 com arruelas e porcas",147,23.213625
"3483",498,68517,"180675168","Parafuso 16x160 10.9 com arruelas e porcas",78,24.8655
"3484",510,93712,"29731914","Parafuso 16x160 10.9 com arruelas e porcas",244,21.38725
"3485",526,3941,"94013873","Parafuso 16x160 10.9 com arruelas e porcas",98,21.556125
"3486",542,26051,"205106470","Parafuso 16x160 10.9 com arruelas e porcas",166,22.8975
"3487",558,3941,"90143172","Parafuso 16x160 10.9 com arruelas e porcas",49,21.34975
"3488",577,39051,"E-915300918","Parafuso 16x160 10.9 com arruelas e porcas",137,23.75375
"3489",594,20314,"E-040312583","Parafuso 16x160 10.9 com arruelas e porcas",68,24.425625
"3490",611,5386,"508306876","Parafuso 16x160 10.9 com arruelas e porcas",156,23.619625
"3491",641,3941,"419030677","Parafuso 16x160 10.9 com arruelas e porcas",68,24.3765
"3492",656,94826,"496082517","Parafuso 16x160 10.9 com arruelas e porcas",166,23.186
"3493",671,94826,"E-980642250","Parafuso 16x160 10.9 com arruelas e porcas",205,22.140625
"3494",700,26051,"201065254","Parafuso 16x160 10.9 com arruelas e porcas",39,24.985625
"3495",713,87213,"E-827301393","Parafuso 16x160 10.9 com arruelas e porcas",88,24.45725
"3496",740,3941,"E-401903810","Parafuso 16x160 10.9 com arruelas e porcas",147,21.790625
"3497",761,60435,"E-060354666","Parafuso 16x160 10.9 com arruelas e porcas",176,22.59525
"3498",809,5386,"E-600385340","Parafuso 16x160 10.9 com arruelas e porcas",234,22.667875
"3499",830,3941,"E-309014150","Parafuso 16x160 10.9 com arruelas e porcas",234,21.95425
"3500",876,4761,"E-160470699","Parafuso 16x160 10.9 com arruelas e porcas",107,24.956
"3501",894,3941,"E-400139693","Parafuso 16x160 10.9 com arruelas e porcas",186,22.263625
"3502",966,10847,"E-701048166","Parafuso 16x160 10.9 com arruelas e porcas",78,21.853875
"3503",1003,93712,"E-397012546","Parafuso 16x160 10.9 com arruelas e porcas",107,22.13275
"3504",1019,94826,"E-026948298","Parafuso 16x160 10.9 com arruelas e porcas",254,23.053875
"3505",1031,20314,"E-002143458","Parafuso 16x160 10.9 com arruelas e porcas",254,24.485375
"3506",1067,19235,"E-013952866","Parafuso 16x160 10.9 com arruelas e porcas",88,23.040375
"3507",1084,20314,"21043268","Parafuso 16x160 10.9 com arruelas e porcas",147,21.8275
"3508",1141,4761,"E-070641765","Parafuso 16x160 10.9 com arruelas e porcas",225,24.624375
"3509",1159,94826,"294608593","Parafuso 16x160 10.9 com arruelas e porcas",186,22.7835
"3510",1171,94826,"E-920468841","Parafuso 16x160 10.9 com arruelas e porcas",254,23.3115
"3511",1188,10847,"1847606","Parafuso 16x160 10.9 com arruelas e porcas",78,24.846625
"3512",1205,10847,"E-481007268","Parafuso 16x160 10.9 com arruelas e porcas",166,23.13925
"3513",1231,20314,"E-023041245","Parafuso 16x160 10.9 com arruelas e porcas",117,24.344875
"3514",1250,3941,"E-910430594","Parafuso 16x160 10.9 com arruelas e porcas",88,21.625875
"3515",1300,26051,"E-150062203","Parafuso 16x160 10.9 com arruelas e porcas",39,24.757
"3516",1312,94826,"840269909","Parafuso 16x160 10.9 com arruelas e porcas",186,23.446
"3517",1330,39051,"E-901053659","Parafuso 16x160 10.9 com arruelas e porcas",88,21.70475
"3518",1347,19235,"E-035291916","Parafuso 16x160 10.9 com arruelas e porcas",49,22.302125
"3519",1367,10847,"E-040871585","Parafuso 16x160 10.9 com arruelas e porcas",68,22.353375
"3520",1383,3941,"E-014309575","Parafuso 16x160 10.9 com arruelas e porcas",117,21.370125
"3521",1415,23740,"E-370420422","Parafuso 16x160 10.9 com arruelas e porcas",88,22.893875
"3522",1431,23740,"E-004372953","Parafuso 16x160 10.9 com arruelas e porcas",147,23.729
"3523",1446,4761,"E-701460303","Parafuso 16x160 10.9 com arruelas e porcas",186,24.091
"3524",1476,23740,"E-020347272","Parafuso 16x160 10.9 com arruelas e porcas",117,23.062375
"3525",1529,18025,"E-012580646","Parafuso 16x160 10.9 com arruelas e porcas",98,24.454875
"3526",1602,39051,"E-100395805","Parafuso 16x160 10.9 com arruelas e porcas",98,24.502125
"3527",1618,26051,"E-102605954","Parafuso 16x160 10.9 com arruelas e porcas",98,22.4445
"3528",1681,54019,"19405210","Parafuso 16x160 10.9 com arruelas e porcas",20,21.56225
"3529",1702,19235,"190523604","Parafuso 16x160 10.9 com arruelas e porcas",68,23.28275
"3530",1718,87213,"E-217830295","Parafuso 16x160 10.9 com arruelas e porcas",186,23.1745
"3531",1751,3941,"340190613","Parafuso 16x160 10.9 com arruelas e porcas",127,23.52425
"3532",1764,26051,"60251868","Parafuso 16x160 10.9 com arruelas e porcas",88,24.326625
"3533",1782,3941,"930140933","Parafuso 16x160 10.9 com arruelas e porcas",39,23.04625
"3534",1818,19235,"201953819","Parafuso 16x160 10.9 com arruelas e porcas",186,21.70425
"3535",1869,4761,"607410895","Parafuso 16x160 10.9 com arruelas e porcas",137,22.69225
"3536",1883,87213,"E-712308471","Parafuso 16x160 10.9 com arruelas e porcas",98,22.44175
"3537",1903,60435,"34506192","Parafuso 16x160 10.9 com arruelas e porcas",244,23.1875
"3538",1920,68517,"E-186570384","Parafuso 16x160 10.9 com arruelas e porcas",205,23.16325
"3539",1936,60435,"346050997","Parafuso 16x160 10.9 com arruelas e porcas",156,24.099
"3540",1954,87213,"E-031287786","Parafuso 16x160 10.9 com arruelas e porcas",186,23.158875
"3541",2040,39051,"E-305190894","Parafuso 16x160 10.9 com arruelas e porcas",244,22.841875
"3542",2057,5386,"E-068305953","Parafuso 16x160 10.9 com arruelas e porcas",195,21.450375
"3543",2078,94826,"862490224","Parafuso 16x160 10.9 com arruelas e porcas",59,23.228625
"3544",2093,60435,"43560856","Parafuso 16x160 10.9 com arruelas e porcas",88,23.7705
"3545",2111,23740,"43702355","Parafuso 16x160 10.9 com arruelas e porcas",156,24.76
"3546",2130,93712,"E-320197070","Parafuso 16x160 10.9 com arruelas e porcas",234,22.05525
"3547",2223,3941,"943100376","Parafuso 16x160 10.9 com arruelas e porcas",88,24.224625
"3548",2242,23740,"E-270304504","Parafuso 16x160 10.9 com arruelas e porcas",166,23.476625
"3549",2275,60435,"E-540306256","Parafuso 16x160 10.9 com arruelas e porcas",68,24.5135
"3550",2294,10847,"1847904","Parafuso 16x160 10.9 com arruelas e porcas",98,21.630125
"3551",2307,18025,"E-012508394","Parafuso 16x160 10.9 com arruelas e porcas",49,22.25925
"3552",2323,3941,"3941642","Parafuso 16x160 10.9 com arruelas e porcas",176,22.88575
"3553",2340,26051,"52061465","Parafuso 16x160 10.9 com arruelas e porcas",127,22.38975
"3554",2357,87213,"271830401","Parafuso 16x160 10.9 com arruelas e porcas",98,21.413875
"3555",2370,18025,"E-025081989","Parafuso 16x160 10.9 com arruelas e porcas",98,23.609875
"3556",2458,20314,"E-132004475","Parafuso 16x160 10.9 com arruelas e porcas",98,23.701125
"3557",2478,68517,"71586132","Parafuso 16x160 10.9 com arruelas e porcas",107,21.605875
"3558",2493,10847,"E-704180632","Parafuso 16x160 10.9 com arruelas e porcas",244,23.446375
"3559",2560,68517,"706851318","Parafuso 16x160 10.9 com arruelas e porcas",127,21.524875
"3560",2575,93712,"109723713","Parafuso 16x160 10.9 com arruelas e porcas",68,24.878875
"3561",2586,3941,"E-410039140","Parafuso 16x160 10.9 com arruelas e porcas",195,21.472625
"3562",2646,3941,"E-301049533","Parafuso 16x160 10.9 com arruelas e porcas",244,21.454125
"3563",2661,39051,"109053595","Parafuso 16x160 10.9 com arruelas e porcas",147,24.17925
"3564",2675,3941,"E-013049395","Parafuso 16x160 10.9 com arruelas e porcas",98,24.8445
"3565",2691,68517,"E-508761043","Parafuso 16x160 10.9 com arruelas e porcas",166,22.033875
"3566",2708,68517,"810675380","Parafuso 16x160 10.9 com arruelas e porcas",147,21.715625
"3567",2725,94826,"E-968402604","Parafuso 16x160 10.9 com arruelas e porcas",215,22.38075
"3568",2758,39051,"310590627","Parafuso 16x160 10.9 com arruelas e porcas",225,23.85025
"3569",2776,19235,"E-529103679","Parafuso 16x160 10.9 com arruelas e porcas",39,24.5865
"3570",2791,23740,"E-342700500","Parafuso 16x160 10.9 com arruelas e porcas",147,21.528
"3571",2811,54019,"E-495100022","Parafuso 16x160 10.9 com arruelas e porcas",107,21.543
"3572",2842,60435,"E-430056346","Parafuso 16x160 10.9 com arruelas e porcas",10,22.85125
"3573",2860,87213,"E-307182224","Parafuso 16x160 10.9 com arruelas e porcas",195,23.90075
"3574",2880,5386,"380560169","Parafuso 16x160 10.9 com arruelas e porcas",98,24.8595
"3575",2903,10847,"810047243","Parafuso 16x160 10.9 com arruelas e porcas",39,22.829
"3576",2962,3941,"940310657","Parafuso 16x160 10.9 com arruelas e porcas",29,22.04475
"3577",3000,39051,"310059655","Parafuso 16x160 10.9 com arruelas e porcas",59,23.695125
"3578",3028,93712,"190732209","Parafuso 16x160 10.9 com arruelas e porcas",107,23.833375
"3579",3057,23740,"3427121","Parafuso 16x160 10.9 com arruelas e porcas",98,22.682
"3580",3072,23740,"703024531","Parafuso 16x160 10.9 com arruelas e porcas",20,21.317875
"3581",3101,93712,"E-730192543","Parafuso 16x160 10.9 com arruelas e porcas",254,21.27475
"3582",3118,19235,"E-295103885","Parafuso 16x160 10.9 com arruelas e porcas",225,21.733125
"3583",3133,23740,"200347885","Parafuso 16x160 10.9 com arruelas e porcas",117,22.481
"3584",3170,87213,"208371953","Parafuso 16x160 10.9 com arruelas e porcas",147,22.864125
"3585",3220,68517,"105687561","Parafuso 16x160 10.9 com arruelas e porcas",244,21.8225
"3586",3232,4761,"E-716400588","Parafuso 16x160 10.9 com arruelas e porcas",98,22.16
"3587",3282,87213,"720381453","Parafuso 16x160 10.9 com arruelas e porcas",20,23.81775
"3588",3316,60435,"E-003645318","Parafuso 16x160 10.9 com arruelas e porcas",147,23.703875
"3589",3336,94826,"420698829","Parafuso 16x160 10.9 com arruelas e porcas",137,24.563375
"3590",3354,54019,"E-045109204","Parafuso 16x160 10.9 com arruelas e porcas",166,23.45425
"3591",3372,26051,"21650694","Parafuso 16x160 10.9 com arruelas e porcas",10,24.787875
"3592",3410,93712,"19273927","Parafuso 16x160 10.9 com arruelas e porcas",88,23.936625
"3593",3426,39051,"109503957","Parafuso 16x160 10.9 com arruelas e porcas",225,21.83925
"3594",3437,3941,"1934424","Parafuso 16x160 10.9 com arruelas e porcas",98,22.978375
"3595",3470,94826,"E-294608057","Parafuso 16x160 10.9 com arruelas e porcas",137,22.9765
"3596",3503,54019,"59041086","Parafuso 16x160 10.9 com arruelas e porcas",215,22.276125
"3597",3519,3941,"E-193040671","Parafuso 16x160 10.9 com arruelas e porcas",254,22.269625
"3598",3551,60435,"E-350604846","Parafuso 16x160 10.9 com arruelas e porcas",176,23.864
"3599",3588,19235,"31952821","Parafuso 16x160 10.9 com arruelas e porcas",195,23.288125
"3600",3602,3941,"301049120","Parafuso 16x160 10.9 com arruelas e porcas",166,21.78425
"3601",3633,4761,"46017987","Parafuso 16x160 10.9 com arruelas e porcas",147,21.533375
"3602",3649,60435,"E-460530061","Parafuso 16x160 10.9 com arruelas e porcas",205,24.110625
"3603",3692,93712,"E-372091063","Parafuso 16x160 10.9 com arruelas e porcas",225,22.62225
"3604",3723,18025,"E-821005514","Parafuso 16x160 10.9 com arruelas e porcas",215,21.5795
"3605",3740,94826,"E-496820697","Parafuso 16x160 10.9 com arruelas e porcas",20,24.267375
"3606",3777,18025,"205801542","Parafuso 16x160 10.9 com arruelas e porcas",234,24.043625
"3607",3794,94826,"E-092846800","Parafuso 16x160 10.9 com arruelas e porcas",254,21.65525
"3608",3825,19235,"209315160","Parafuso 16x160 10.9 com arruelas e porcas",176,22.036125
"3609",3846,94826,"E-098264448","Parafuso 16x160 10.9 com arruelas e porcas",156,24.205625
"3610",3863,23740,"302704536","Parafuso 16x160 10.9 com arruelas e porcas",215,23.125625
"3611",3876,18025,"E-082105391","Parafuso 16x160 10.9 com arruelas e porcas",225,24.91575
"3612",3893,4761,"E-140760457","Parafuso 16x160 10.9 com arruelas e porcas",225,21.9835
"3613",3911,4761,"741006932","Parafuso 16x160 10.9 com arruelas e porcas",98,21.905125
"3614",3965,4761,"601407289","Parafuso 16x160 10.9 com arruelas e porcas",254,22.3895
"3615",4012,23740,"E-003472815","Parafuso 16x160 10.9 com arruelas e porcas",195,23.960125
"3616",4043,5386,"583600288","Parafuso 16x160 10.9 com arruelas e porcas",137,24.68725
"3617",4057,94826,"402869209","Parafuso 16x160 10.9 com arruelas e porcas",205,23.57025
"3618",4075,39051,"E-051039177","Parafuso 16x160 10.9 com arruelas e porcas",215,22.673125
"3619",4091,68517,"870651316","Parafuso 16x160 10.9 com arruelas e porcas",78,21.272
"3620",4147,26051,"652010524","Parafuso 16x160 10.9 com arruelas e porcas",205,21.903125
"3621",4180,3941,"E-309104908","Parafuso 16x160 10.9 com arruelas e porcas",205,21.6075
"3622",4193,5386,"E-006853720","Parafuso 16x160 10.9 com arruelas e porcas",107,23.80925
"3623",4210,5386,"E-006538883","Parafuso 16x160 10.9 com arruelas e porcas",234,23.392
"3624",4259,60435,"E-035640003","Parafuso 16x160 10.9 com arruelas e porcas",117,23.105875
"3625",4298,20314,"34210161","Parafuso 16x160 10.9 com arruelas e porcas",68,22.913625
"3626",4312,39051,"E-590130398","Parafuso 16x160 10.9 com arruelas e porcas",215,22.9255
"3627",4397,18025,"805201246","Parafuso 16x160 10.9 com arruelas e porcas",59,22.137875
"3628",4411,18025,"501208472","Parafuso 16x160 10.9 com arruelas e porcas",10,22.0255
"3629",4429,10847,"187400066","Parafuso 16x160 10.9 com arruelas e porcas",205,24.57275
"3630",4446,10847,"E-781040336","Parafuso 16x160 10.9 com arruelas e porcas",29,23.676
"3631",4477,23740,"E-074302891","Parafuso 16x160 10.9 com arruelas e porcas",78,22.64625
"3632",4526,10847,"80741270","Parafuso 16x160 10.9 com arruelas e porcas",39,21.67825
"3633",4541,39051,"910305843","Parafuso 16x160 10.9 com arruelas e porcas",195,24.083125
"3634",4558,60435,"465030822","Parafuso 16x160 10.9 com arruelas e porcas",254,23.7645
"3635",4627,10847,"410807782","Parafuso 16x160 10.9 com arruelas e porcas",137,24.285
"3636",4643,3941,"E-340091054","Parafuso 16x160 10.9 com arruelas e porcas",186,23.6315
"3637",4660,60435,"E-304650126","Parafuso 16x160 10.9 com arruelas e porcas",215,23.44975
"3638",4693,87213,"827310613","Parafuso 16x160 10.9 com arruelas e porcas",215,24.668875
"3639",4712,39051,"E-300591451","Parafuso 16x160 10.9 com arruelas e porcas",156,24.22025
"3640",4746,3941,"E-390041199","Parafuso 16x160 10.9 com arruelas e porcas",147,23.92475
"3641",4766,23740,"702340802","Parafuso 16x160 10.9 com arruelas e porcas",39,22.5805
"3642",4799,54019,"E-005194603","Parafuso 16x160 10.9 com arruelas e porcas",147,23.621375
"3643",4813,94826,"E-609482543","Parafuso 16x160 10.9 com arruelas e porcas",117,24.6795
"3644",4880,93712,"E-721903179","Parafuso 16x160 10.9 com arruelas e porcas",254,23.03975
"3645",4902,93712,"902731294","Parafuso 16x160 10.9 com arruelas e porcas",117,22.453
"3646",4936,26051,"2165605","Parafuso 16x160 10.9 com arruelas e porcas",117,22.397875
"3647",4957,54019,"E-001594419","Parafuso 16x160 10.9 com arruelas e porcas",88,24.14925
"3648",4974,5386,"E-085063070","Parafuso 16x160 10.9 com arruelas e porcas",225,21.81625
"3649",5004,18025,"85120761","Parafuso 16x160 10.9 com arruelas e porcas",98,23.566375
"3650",5050,4761,"E-016074698","Parafuso 16x160 10.9 com arruelas e porcas",78,21.985375
"3651",5061,5386,"358006491","Parafuso 16x160 10.9 com arruelas e porcas",39,22.204125
"3652",5079,93712,"217390422","Parafuso 16x160 10.9 com arruelas e porcas",117,22.950375
"3653",5113,19235,"E-352190683","Parafuso 16x160 10.9 com arruelas e porcas",195,23.270625
"3654",5158,26051,"E-021605426","Parafuso 16x160 10.9 com arruelas e porcas",29,22.382375
"3655",5175,20314,"43102732","Parafuso 16x160 10.9 com arruelas e porcas",186,24.06175
"3656",5213,87213,"E-831072619","Parafuso 16x160 10.9 com arruelas e porcas",137,24.049125
"3657",5279,19235,"E-902351588","Parafuso 16x160 10.9 com arruelas e porcas",107,23.109625
"3658",5293,39051,"59130671","Parafuso 16x160 10.9 com arruelas e porcas",166,24.381375
"3659",5308,26051,"150260460","Parafuso 16x160 10.9 com arruelas e porcas",225,23.053125
"3660",5341,60435,"E-346500412","Parafuso 16x160 10.9 com arruelas e porcas",156,23.543875
"3661",5355,26051,"560021800","Parafuso 16x160 10.9 com arruelas e porcas",166,23.3325
"3662",5373,60435,"540063752","Parafuso 16x160 10.9 com arruelas e porcas",215,22.151125
"3663",5404,5386,"E-380065276","Parafuso 16x160 10.9 com arruelas e porcas",98,22.7435
"3664",5422,94826,"E-248609421","Parafuso 16x160 10.9 com arruelas e porcas",147,24.535875
"3665",5462,93712,"129370606","Parafuso 16x160 10.9 com arruelas e porcas",10,22.974125
"3666",5488,94826,"E-629840810","Parafuso 16x160 10.9 com arruelas e porcas",195,22.948375
"3667",5509,23740,"E-372040213","Parafuso 16x160 10.9 com arruelas e porcas",107,24.330625
"3668",5525,93712,"E-072931100","Parafuso 16x160 10.9 com arruelas e porcas",117,23.64075
"3669",5556,39051,"E-359100468","Parafuso 16x160 10.9 com arruelas e porcas",39,21.813875
"3670",5573,3941,"E-301409245","Parafuso 16x160 10.9 com arruelas e porcas",137,23.76075
"3671",5592,94826,"E-684029895","Parafuso 16x160 10.9 com arruelas e porcas",215,23.2895
"3672",5606,4761,"74106262","Parafuso 16x160 10.9 com arruelas e porcas",254,22.380125
"3673",5643,10847,"80741944","Parafuso 16x160 10.9 com arruelas e porcas",78,24.46975
"3674",5660,18025,"E-012508374","Parafuso 16x160 10.9 com arruelas e porcas",68,21.43225
"3675",5678,93712,"E-179230434","Parafuso 16x160 10.9 com arruelas e porcas",225,22.01225
"3676",5693,60435,"E-036054563","Parafuso 16x160 10.9 com arruelas e porcas",244,23.581125
"3677",5712,19235,"E-590312083","Parafuso 16x160 10.9 com arruelas e porcas",88,24.632125
"3678",5743,18025,"801250464","Parafuso 16x160 10.9 com arruelas e porcas",166,22.58975
"3679",5780,94826,"498206322","Parafuso 16x160 10.9 com arruelas e porcas",59,21.8525
"3680",5801,10847,"E-810704386","Parafuso 16x160 10.9 com arruelas e porcas",88,23.713125
"3681",5837,54019,"E-945010807","Parafuso 16x160 10.9 com arruelas e porcas",20,24.075
"3682",5855,93712,"139207596","Parafuso 16x160 10.9 com arruelas e porcas",88,23.025125
"3683",5902,68517,"568170539","Parafuso 16x160 10.9 com arruelas e porcas",39,23.971875
"3684",5934,20314,"134002890","Parafuso 16x160 10.9 com arruelas e porcas",205,22.517125
"3685",5967,18025,"E-085102072","Parafuso 16x160 10.9 com arruelas e porcas",195,23.54125
"3686",5985,94826,"E-069482225","Parafuso 16x160 10.9 com arruelas e porcas",254,24.667375
"3687",5999,4761,"E-010764099","Parafuso 16x160 10.9 com arruelas e porcas",176,24.328625
"3688",6014,10847,"E-184007531","Parafuso 16x160 10.9 com arruelas e porcas",156,21.584375
"3689",6034,5386,"E-065083368","Parafuso 16x160 10.9 com arruelas e porcas",234,23.916375
"3690",6068,5386,"E-365008840","Parafuso 16x160 10.9 com arruelas e porcas",88,21.770375
"3691",6081,39051,"E-035190553","Parafuso 16x160 10.9 com arruelas e porcas",234,23.429375
"3692",6096,93712,"E-201973303","Parafuso 16x160 10.9 com arruelas e porcas",195,24.091125
"3693",6123,94826,"490268464","Parafuso 16x160 10.9 com arruelas e porcas",29,21.818
"3694",6140,93712,"231097257","Parafuso 16x160 10.9 com arruelas e porcas",166,24.959875
"3695",6156,54019,"E-500149802","Parafuso 16x160 10.9 com arruelas e porcas",29,23.99
"3696",6188,26051,"251006242","Parafuso 16x160 10.9 com arruelas e porcas",215,21.78025
"3697",6217,94826,"840296594","Parafuso 16x160 10.9 com arruelas e porcas",117,23.0415
"3698",6235,26051,"52016569","Parafuso 16x160 10.9 com arruelas e porcas",244,21.4625
"3699",6267,20314,"E-431020865","Parafuso 16x160 10.9 com arruelas e porcas",244,22.8905
"3700",6290,94826,"E-840962794","Parafuso 16x160 10.9 com arruelas e porcas",166,22.588625
"3701",6346,18025,"E-800251418","Parafuso 16x160 10.9 com arruelas e porcas",254,24.403875
"3702",6361,19235,"E-519320448","Parafuso 16x160 10.9 com arruelas e porcas",225,22.43125
"3703",6377,68517,"E-618507186","Parafuso 16x160 10.9 com arruelas e porcas",176,21.3965
"3704",6394,93712,"973021080","Parafuso 16x160 10.9 com arruelas e porcas",49,22.44625
"3705",6421,4761,"16074276","Parafuso 16x160 10.9 com arruelas e porcas",176,21.8895
"3706",6438,4761,"467001811","Parafuso 16x160 10.9 com arruelas e porcas",39,24.08475
"3707",6464,4761,"E-706410905","Parafuso 16x160 10.9 com arruelas e porcas",137,23.43225
"3708",6500,4761,"670140516","Parafuso 16x160 10.9 com arruelas e porcas",20,22.300125
"3709",6532,18025,"815002360","Parafuso 16x160 10.9 com arruelas e porcas",234,22.005
"3710",6545,93712,"321079878","Parafuso 16x160 10.9 com arruelas e porcas",186,23.79575
"3711",11,93712,"319720023","Parafuso 16x160 12.9 com arruelas e porcas",234,24.143375
"3712",28,4761,"E-064170842","Parafuso 16x160 12.9 com arruelas e porcas",117,24.28725
"3713",76,60435,"E-564003571","Parafuso 16x160 12.9 com arruelas e porcas",225,23.714875
"3714",95,26051,"16250665","Parafuso 16x160 12.9 com arruelas e porcas",10,24.092625
"3715",112,20314,"204013122","Parafuso 16x160 12.9 com arruelas e porcas",98,23.716625
"3716",128,94826,"689402640","Parafuso 16x160 12.9 com arruelas e porcas",225,25.33875
"3717",147,39051,"E-350109585","Parafuso 16x160 12.9 com arruelas e porcas",59,24.495625
"3718",164,4761,"704106394","Parafuso 16x160 12.9 com arruelas e porcas",234,25.81925
"3719",196,3941,"E-103049202","Parafuso 16x160 12.9 com arruelas e porcas",49,21.397625
"3720",227,23740,"24730802","Parafuso 16x160 12.9 com arruelas e porcas",176,22.906125
"3721",246,19235,"532901326","Parafuso 16x160 12.9 com arruelas e porcas",29,25.39525
"3722",295,4761,"71046667","Parafuso 16x160 12.9 com arruelas e porcas",68,21.45425
"3723",412,18025,"580120253","Parafuso 16x160 12.9 com arruelas e porcas",59,24.13925
"3724",444,94826,"804692905","Parafuso 16x160 12.9 com arruelas e porcas",215,25.912
"3725",483,18025,"E-285001231","Parafuso 16x160 12.9 com arruelas e porcas",10,22.603125
"3726",527,3941,"94013873","Parafuso 16x160 12.9 com arruelas e porcas",156,22.852375
"3727",559,3941,"90143172","Parafuso 16x160 12.9 com arruelas e porcas",225,24.915625
"3728",578,39051,"E-915300918","Parafuso 16x160 12.9 com arruelas e porcas",49,23.711625
"3729",595,20314,"E-040312583","Parafuso 16x160 12.9 com arruelas e porcas",156,22.133125
"3730",612,5386,"508306876","Parafuso 16x160 12.9 com arruelas e porcas",147,25.190625
"3731",642,3941,"419030677","Parafuso 16x160 12.9 com arruelas e porcas",186,21.986125
"3732",672,94826,"E-980642250","Parafuso 16x160 12.9 com arruelas e porcas",186,24.386125
"3733",714,87213,"E-827301393","Parafuso 16x160 12.9 com arruelas e porcas",10,21.822625
"3734",741,3941,"E-401903810","Parafuso 16x160 12.9 com arruelas e porcas",88,22.613875
"3735",762,60435,"E-060354666","Parafuso 16x160 12.9 com arruelas e porcas",29,21.833375
"3736",777,54019,"E-014095001","Parafuso 16x160 12.9 com arruelas e porcas",244,22.08125
"3737",810,5386,"E-600385340","Parafuso 16x160 12.9 com arruelas e porcas",59,26.246
"3738",862,68517,"78615124","Parafuso 16x160 12.9 com arruelas e porcas",186,26.041625
"3739",877,4761,"E-160470699","Parafuso 16x160 12.9 com arruelas e porcas",244,24.3055
"3740",895,3941,"E-400139693","Parafuso 16x160 12.9 com arruelas e porcas",29,24.2125
"3741",914,18025,"E-085210713","Parafuso 16x160 12.9 com arruelas e porcas",127,23.80575
"3742",931,20314,"32401515","Parafuso 16x160 12.9 com arruelas e porcas",68,23.61925
"3743",950,93712,"E-270139057","Parafuso 16x160 12.9 com arruelas e porcas",176,22.2345
"3744",967,10847,"E-701048166","Parafuso 16x160 12.9 com arruelas e porcas",137,26.13375
"3745",984,26051,"E-605021498","Parafuso 16x160 12.9 com arruelas e porcas",176,26.24925
"3746",1004,93712,"E-397012546","Parafuso 16x160 12.9 com arruelas e porcas",205,25.13375
"3747",1032,20314,"E-002143458","Parafuso 16x160 12.9 com arruelas e porcas",254,22.328875
"3748",1053,54019,"500149745","Parafuso 16x160 12.9 com arruelas e porcas",59,23.43175
"3749",1068,19235,"E-013952866","Parafuso 16x160 12.9 com arruelas e porcas",29,22.0145
"3750",1103,4761,"47061687","Parafuso 16x160 12.9 com arruelas e porcas",39,22.117375
"3751",1142,4761,"E-070641765","Parafuso 16x160 12.9 com arruelas e porcas",205,23.00925
"3752",1160,94826,"294608593","Parafuso 16x160 12.9 com arruelas e porcas",127,21.452875
"3753",1172,94826,"E-920468841","Parafuso 16x160 12.9 com arruelas e porcas",195,24.172125
"3754",1189,10847,"1847606","Parafuso 16x160 12.9 com arruelas e porcas",39,24.45225
"3755",1232,20314,"E-023041245","Parafuso 16x160 12.9 com arruelas e porcas",127,21.411
"3756",1251,3941,"E-910430594","Parafuso 16x160 12.9 com arruelas e porcas",117,25.231875
"3757",1269,94826,"28469853","Parafuso 16x160 12.9 com arruelas e porcas",205,24.531125
"3758",1313,94826,"840269909","Parafuso 16x160 12.9 com arruelas e porcas",59,23.62775
"3759",1331,39051,"E-901053659","Parafuso 16x160 12.9 com arruelas e porcas",225,22.525625
"3760",1348,19235,"E-035291916","Parafuso 16x160 12.9 com arruelas e porcas",88,24.893375
